DrugBankID_InteractorA	DrugBankID_InteractorB	Adverse
DB02546	DB01124	Y
DB02546	DB06335	Y
DB02546	DB00912	Y
DB02546	DB00834	Y
DB02546	DB08882	Y
DB02546	DB00030	Y
DB02546	DB00046	Y
DB02546	DB00047	Y
DB02546	DB01016	Y
DB02546	DB01251	Y
DB02546	DB00222	Y
DB02546	DB01120	Y
DB02546	DB00363	Y
DB02546	DB08907	Y
DB02546	DB06203	Y
DB00624	DB01124	Y
DB00624	DB01268	Y
DB00624	DB06335	Y
DB00624	DB00412	Y
DB00624	DB00912	Y
DB00624	DB00468	Y
DB00624	DB01278	Y
DB00624	DB01132	Y
DB00624	DB00738	Y
DB00624	DB00104	Y
DB00624	DB00731	Y
DB00624	DB00834	Y
DB00624	DB01277	Y
DB00624	DB08882	Y
DB00624	DB00030	Y
DB00624	DB00046	Y
DB00624	DB00047	Y
DB00624	DB01016	Y
DB00624	DB01067	Y
DB00624	DB00222	Y
DB00624	DB01120	Y
DB00624	DB00687	Y
DB00624	DB00280	Y
DB00624	DB01285	Y
DB00624	DB08907	Y
DB00624	DB06203	Y
DB01268	DB04876	Y
DB01268	DB00072	Y
DB01268	DB01124	Y
DB01268	DB06271	Y
DB01268	DB06335	Y
DB01268	DB01398	Y
DB01268	DB01656	Y
DB01268	DB00912	Y
DB01268	DB01132	Y
DB01268	DB00337	Y
DB01268	DB00914	Y
DB01268	DB00731	Y
DB01268	DB00108	Y
DB01268	DB01252	Y
DB01268	DB00834	Y
DB01268	DB08882	Y
DB01268	DB01097	Y
DB01268	DB00071	Y
DB01268	DB00030	Y
DB01268	DB00046	Y
DB01268	DB00047	Y
DB01268	DB01016	Y
DB01268	DB00040	Y
DB01268	DB01251	Y
DB01268	DB01067	Y
DB01268	DB00222	Y
DB01268	DB01120	Y
DB01268	DB02901	Y
DB01268	DB08907	Y
DB01268	DB06203	Y
DB01268	DB00945	Y
DB00877	DB04876	Y
DB00877	DB00072	Y
DB00877	DB01124	Y
DB00877	DB06335	Y
DB00877	DB01656	Y
DB00877	DB00912	Y
DB00877	DB01100	Y
DB00877	DB00337	Y
DB00877	DB00108	Y
DB00877	DB00834	Y
DB00877	DB08882	Y
DB00877	DB01097	Y
DB00877	DB00030	Y
DB00877	DB00046	Y
DB00877	DB00047	Y
DB00877	DB01016	Y
DB00877	DB01251	Y
DB00877	DB00222	Y
DB00877	DB01120	Y
DB00877	DB00363	Y
DB00877	DB01197	Y
DB00877	DB08907	Y
DB00877	DB01238	Y
DB00877	DB06203	Y
DB00412	DB01124	Y
DB00412	DB06271	Y
DB00412	DB01398	Y
DB00412	DB00912	Y
DB00412	DB01132	Y
DB00412	DB00914	Y
DB00412	DB00731	Y
DB00412	DB01252	Y
DB00412	DB00834	Y
DB00412	DB00071	Y
DB00412	DB00030	Y
DB00412	DB00046	Y
DB00412	DB00047	Y
DB00412	DB01016	Y
DB00412	DB00040	Y
DB00412	DB01067	Y
DB00412	DB00222	Y
DB00412	DB01120	Y
DB00412	DB02901	Y
DB00412	DB00945	Y
DB00468	DB04876	Y
DB00468	DB01124	Y
DB00468	DB00679	Y
DB00468	DB00277	Y
DB00468	DB00675	Y
DB00468	DB06271	Y
DB00468	DB06335	Y
DB00468	DB01398	Y
DB00468	DB00912	Y
DB00468	DB01132	Y
DB00468	DB01100	Y
DB00468	DB00914	Y
DB00468	DB00731	Y
DB00468	DB01252	Y
DB00468	DB00834	Y
DB00468	DB00264	Y
DB00468	DB08882	Y
DB00468	DB00071	Y
DB00468	DB00030	Y
DB00468	DB00046	Y
DB00468	DB00047	Y
DB00468	DB01016	Y
DB00468	DB00040	Y
DB00468	DB01251	Y
DB00468	DB01067	Y
DB00468	DB00222	Y
DB00468	DB01120	Y
DB00468	DB02901	Y
DB00468	DB01136	Y
DB00468	DB08907	Y
DB00468	DB01223	Y
DB00468	DB06203	Y
DB00468	DB00945	Y
DB01224	DB04876	Y
DB01224	DB06684	Y
DB01224	DB00285	Y
DB01224	DB00726	Y
DB01224	DB01124	Y
DB01224	DB06335	Y
DB01224	DB00912	Y
DB01224	DB01367	Y
DB01224	DB00344	Y
DB01224	DB01069	Y
DB01224	DB01278	Y
DB01224	DB00715	Y
DB01224	DB00540	Y
DB01224	DB01149	Y
DB01224	DB04896	Y
DB01224	DB00834	Y
DB01224	DB01403	Y
DB01224	DB01577	Y
DB01224	DB00333	Y
DB01224	DB00934	Y
DB01224	DB08882	Y
DB01224	DB08918	Y
DB01224	DB00030	Y
DB01224	DB00046	Y
DB01224	DB00047	Y
DB01224	DB00458	Y
DB01224	DB01016	Y
DB01224	DB01251	Y
DB01224	DB00222	Y
DB01224	DB01120	Y
DB01224	DB00176	Y
DB01224	DB00472	Y
DB01224	DB01175	Y
DB01224	DB00476	Y
DB01224	DB00514	Y
DB01224	DB06700	Y
DB01224	DB01151	Y
DB01224	DB01242	Y
DB01224	DB00215	Y
DB01224	DB08907	Y
DB01224	DB00543	Y
DB01224	DB00321	Y
DB01224	DB06203	Y
DB00396	DB00682	Y
DB00396	DB04876	Y
DB00396	DB00374	Y
DB00396	DB01124	Y
DB00396	DB06822	Y
DB00396	DB06271	Y
DB00396	DB06335	Y
DB00396	DB00912	Y
DB00396	DB01100	Y
DB00396	DB08813	Y
DB00396	DB08882	Y
DB00396	DB00030	Y
DB00396	DB00046	Y
DB00396	DB00047	Y
DB00396	DB01109	Y
DB00396	DB01016	Y
DB00396	DB01251	Y
DB00396	DB00222	Y
DB00396	DB01120	Y
DB00396	DB00569	Y
DB00396	DB01225	Y
DB00396	DB00266	Y
DB00396	DB06779	Y
DB00396	DB04272	Y
DB00396	DB08907	Y
DB00396	DB01238	Y
DB00396	DB06203	Y
DB00396	DB00054	Y
DB01278	DB01624	Y
DB01278	DB00726	Y
DB01278	DB00831	Y
DB01278	DB01036	Y
DB01278	DB01124	Y
DB01278	DB01623	Y
DB01278	DB00679	Y
DB01278	DB06271	Y
DB01278	DB01398	Y
DB01278	DB00734	Y
DB01278	DB00912	Y
DB01278	DB00344	Y
DB01278	DB01069	Y
DB01278	DB00420	Y
DB01278	DB01132	Y
DB01278	DB01100	Y
DB01278	DB00914	Y
DB01278	DB00850	Y
DB01278	DB00334	Y
DB01278	DB00540	Y
DB01278	DB00731	Y
DB01278	DB01252	Y
DB01278	DB01403	Y
DB01278	DB00934	Y
DB01278	DB00071	Y
DB01278	DB00030	Y
DB01278	DB00046	Y
DB01278	DB00047	Y
DB01278	DB00458	Y
DB01278	DB00502	Y
DB01278	DB01016	Y
DB01278	DB00040	Y
DB01278	DB01067	Y
DB01278	DB00222	Y
DB01278	DB01120	Y
DB01278	DB00280	Y
DB01278	DB02901	Y
DB01278	DB01151	Y
DB01278	DB00363	Y
DB01278	DB01242	Y
DB01278	DB00477	Y
DB01278	DB01114	Y
DB01278	DB00543	Y
DB01278	DB00321	Y
DB01278	DB00945	Y
DB01132	DB01124	Y
DB01132	DB06271	Y
DB01132	DB06335	Y
DB01132	DB01398	Y
DB01132	DB00912	Y
DB01132	DB00914	Y
DB01132	DB00738	Y
DB01132	DB00104	Y
DB01132	DB00731	Y
DB01132	DB01252	Y
DB01132	DB00834	Y
DB01132	DB01277	Y
DB01132	DB08882	Y
DB01132	DB00071	Y
DB01132	DB00030	Y
DB01132	DB00046	Y
DB01132	DB00047	Y
DB01132	DB01016	Y
DB01132	DB00040	Y
DB01132	DB01067	Y
DB01132	DB00222	Y
DB01132	DB01120	Y
DB01132	DB00280	Y
DB01132	DB02901	Y
DB01132	DB00758	Y
DB01132	DB08907	Y
DB01132	DB01238	Y
DB01132	DB06203	Y
DB01132	DB00945	Y
DB00914	DB01124	Y
DB00914	DB06335	Y
DB00914	DB00912	Y
DB00914	DB00738	Y
DB00914	DB00104	Y
DB00914	DB00731	Y
DB00914	DB00834	Y
DB00914	DB01277	Y
DB00914	DB08882	Y
DB00914	DB00030	Y
DB00914	DB00046	Y
DB00914	DB00047	Y
DB00914	DB01016	Y
DB00914	DB01067	Y
DB00914	DB00222	Y
DB00914	DB01120	Y
DB00914	DB00280	Y
DB00914	DB08907	Y
DB00914	DB06203	Y
DB00738	DB04876	Y
DB00738	DB01124	Y
DB00738	DB06271	Y
DB00738	DB06335	Y
DB00738	DB01398	Y
DB00738	DB00912	Y
DB00738	DB01100	Y
DB00738	DB00731	Y
DB00738	DB01252	Y
DB00738	DB00834	Y
DB00738	DB08882	Y
DB00738	DB00071	Y
DB00738	DB00030	Y
DB00738	DB00046	Y
DB00738	DB00047	Y
DB00738	DB01016	Y
DB00738	DB00040	Y
DB00738	DB01251	Y
DB00738	DB01067	Y
DB00738	DB00222	Y
DB00738	DB01120	Y
DB00738	DB02901	Y
DB00738	DB08907	Y
DB00738	DB01238	Y
DB00738	DB06203	Y
DB00738	DB00945	Y
DB01267	DB04876	Y
DB01267	DB06684	Y
DB01267	DB00285	Y
DB01267	DB00726	Y
DB01267	DB01124	Y
DB01267	DB06335	Y
DB01267	DB00734	Y
DB01267	DB00912	Y
DB01267	DB01367	Y
DB01267	DB00344	Y
DB01267	DB01069	Y
DB01267	DB00715	Y
DB01267	DB00540	Y
DB01267	DB01149	Y
DB01267	DB04896	Y
DB01267	DB00834	Y
DB01267	DB01403	Y
DB01267	DB01577	Y
DB01267	DB00333	Y
DB01267	DB00934	Y
DB01267	DB08882	Y
DB01267	DB08918	Y
DB01267	DB00030	Y
DB01267	DB00046	Y
DB01267	DB00047	Y
DB01267	DB00458	Y
DB01267	DB01016	Y
DB01267	DB01251	Y
DB01267	DB00222	Y
DB01267	DB01120	Y
DB01267	DB00176	Y
DB01267	DB00472	Y
DB01267	DB01175	Y
DB01267	DB00476	Y
DB01267	DB00514	Y
DB01267	DB06700	Y
DB01267	DB01151	Y
DB01267	DB01242	Y
DB01267	DB00215	Y
DB01267	DB08907	Y
DB01267	DB00543	Y
DB01267	DB00321	Y
DB01267	DB06203	Y
DB00104	DB04876	Y
DB00104	DB01124	Y
DB00104	DB06271	Y
DB00104	DB06335	Y
DB00104	DB01398	Y
DB00104	DB00912	Y
DB00104	DB00731	Y
DB00104	DB01252	Y
DB00104	DB00834	Y
DB00104	DB08882	Y
DB00104	DB00071	Y
DB00104	DB00030	Y
DB00104	DB00046	Y
DB00104	DB00047	Y
DB00104	DB01016	Y
DB00104	DB00040	Y
DB00104	DB01251	Y
DB00104	DB01067	Y
DB00104	DB00222	Y
DB00104	DB01120	Y
DB00104	DB02901	Y
DB00104	DB08907	Y
DB00104	DB06203	Y
DB00104	DB00945	Y
DB00957	DB00682	Y
DB00957	DB04876	Y
DB00957	DB00374	Y
DB00957	DB01124	Y
DB00957	DB06271	Y
DB00957	DB06335	Y
DB00957	DB00268	Y
DB00957	DB00912	Y
DB00957	DB00834	Y
DB00957	DB08882	Y
DB00957	DB00030	Y
DB00957	DB00046	Y
DB00957	DB00047	Y
DB00957	DB01109	Y
DB00957	DB01016	Y
DB00957	DB01251	Y
DB00957	DB00222	Y
DB00957	DB01120	Y
DB00957	DB00569	Y
DB00957	DB01225	Y
DB00957	DB00266	Y
DB00957	DB06779	Y
DB00957	DB04272	Y
DB00957	DB08907	Y
DB00957	DB01238	Y
DB00957	DB06203	Y
DB00957	DB00054	Y
DB00717	DB00682	Y
DB00717	DB04876	Y
DB00717	DB00374	Y
DB00717	DB01124	Y
DB00717	DB06271	Y
DB00717	DB06335	Y
DB00717	DB00912	Y
DB00717	DB00834	Y
DB00717	DB08882	Y
DB00717	DB00030	Y
DB00717	DB00046	Y
DB00717	DB00047	Y
DB00717	DB01109	Y
DB00717	DB01016	Y
DB00717	DB01251	Y
DB00717	DB00222	Y
DB00717	DB01120	Y
DB00717	DB00569	Y
DB00717	DB01225	Y
DB00717	DB00266	Y
DB00717	DB06779	Y
DB00717	DB04272	Y
DB00717	DB08907	Y
DB00717	DB06203	Y
DB00717	DB00054	Y
DB06713	DB00682	Y
DB06713	DB04876	Y
DB06713	DB00374	Y
DB06713	DB01124	Y
DB06713	DB00697	Y
DB06713	DB06271	Y
DB06713	DB06335	Y
DB06713	DB00268	Y
DB06713	DB00912	Y
DB06713	DB01100	Y
DB06713	DB00834	Y
DB06713	DB08882	Y
DB06713	DB00030	Y
DB06713	DB00046	Y
DB06713	DB00047	Y
DB06713	DB01109	Y
DB06713	DB01016	Y
DB06713	DB01251	Y
DB06713	DB00222	Y
DB06713	DB01120	Y
DB06713	DB00569	Y
DB06713	DB01225	Y
DB06713	DB00266	Y
DB06713	DB06779	Y
DB06713	DB04272	Y
DB06713	DB08907	Y
DB06713	DB01238	Y
DB06713	DB06203	Y
DB06713	DB00054	Y
DB04868	DB04876	Y
DB04868	DB06684	Y
DB04868	DB00072	Y
DB04868	DB01124	Y
DB04868	DB00679	Y
DB04868	DB00675	Y
DB04868	DB06335	Y
DB04868	DB01656	Y
DB04868	DB00912	Y
DB04868	DB01100	Y
DB04868	DB00337	Y
DB04868	DB01149	Y
DB04868	DB00108	Y
DB04868	DB00834	Y
DB04868	DB00264	Y
DB04868	DB08815	Y
DB04868	DB08882	Y
DB04868	DB01097	Y
DB04868	DB00030	Y
DB04868	DB00046	Y
DB04868	DB00047	Y
DB04868	DB01016	Y
DB04868	DB01251	Y
DB04868	DB00222	Y
DB04868	DB01120	Y
DB04868	DB00363	Y
DB04868	DB01166	Y
DB04868	DB08907	Y
DB04868	DB06203	Y
DB00731	DB04876	Y
DB00731	DB01124	Y
DB00731	DB06271	Y
DB00731	DB06335	Y
DB00731	DB01398	Y
DB00731	DB00912	Y
DB00731	DB01252	Y
DB00731	DB00834	Y
DB00731	DB01277	Y
DB00731	DB08882	Y
DB00731	DB00071	Y
DB00731	DB00030	Y
DB00731	DB00046	Y
DB00731	DB00047	Y
DB00731	DB01016	Y
DB00731	DB00040	Y
DB00731	DB01251	Y
DB00731	DB01067	Y
DB00731	DB00222	Y
DB00731	DB01120	Y
DB00731	DB00280	Y
DB00731	DB02901	Y
DB00731	DB08907	Y
DB00731	DB06203	Y
DB00731	DB00945	Y
DB01252	DB01124	Y
DB01252	DB06335	Y
DB01252	DB00912	Y
DB01252	DB00834	Y
DB01252	DB01277	Y
DB01252	DB08882	Y
DB01252	DB00030	Y
DB01252	DB00046	Y
DB01252	DB00047	Y
DB01252	DB01016	Y
DB01252	DB01067	Y
DB01252	DB00222	Y
DB01252	DB01120	Y
DB01252	DB00280	Y
DB01252	DB08907	Y
DB01252	DB06203	Y
DB00524	DB04876	Y
DB00524	DB01124	Y
DB00524	DB06335	Y
DB00524	DB00734	Y
DB00524	DB00912	Y
DB00524	DB00333	Y
DB00524	DB08882	Y
DB00524	DB00030	Y
DB00524	DB00046	Y
DB00524	DB00047	Y
DB00524	DB01016	Y
DB00524	DB01251	Y
DB00524	DB00222	Y
DB00524	DB01120	Y
DB00524	DB00476	Y
DB00524	DB01119	Y
DB00524	DB08907	Y
DB00524	DB06203	Y
DB00232	DB04876	Y
DB00232	DB01124	Y
DB00232	DB06335	Y
DB00232	DB00734	Y
DB00232	DB00912	Y
DB00232	DB08882	Y
DB00232	DB00030	Y
DB00232	DB00046	Y
DB00232	DB00047	Y
DB00232	DB01016	Y
DB00232	DB01251	Y
DB00232	DB00222	Y
DB00232	DB01120	Y
DB00232	DB00476	Y
DB00232	DB01119	Y
DB00232	DB08907	Y
DB00232	DB06203	Y
DB01403	DB01624	Y
DB01403	DB04876	Y
DB01403	DB06684	Y
DB01403	DB00285	Y
DB01403	DB00726	Y
DB01403	DB00831	Y
DB01403	DB01124	Y
DB01403	DB00697	Y
DB01403	DB01623	Y
DB01403	DB00679	Y
DB01403	DB00675	Y
DB01403	DB06335	Y
DB01403	DB00734	Y
DB01403	DB00912	Y
DB01403	DB01367	Y
DB01403	DB00980	Y
DB01403	DB00344	Y
DB01403	DB01069	Y
DB01403	DB00420	Y
DB01403	DB01621	Y
DB01403	DB01100	Y
DB01403	DB00850	Y
DB01403	DB00715	Y
DB01403	DB00334	Y
DB01403	DB00540	Y
DB01403	DB01149	Y
DB01403	DB00370	Y
DB01403	DB04896	Y
DB01403	DB00834	Y
DB01403	DB00264	Y
DB01403	DB01577	Y
DB01403	DB00333	Y
DB01403	DB00934	Y
DB01403	DB08815	Y
DB01403	DB08882	Y
DB01403	DB08918	Y
DB01403	DB00030	Y
DB01403	DB00046	Y
DB01403	DB00047	Y
DB01403	DB00458	Y
DB01403	DB04946	Y
DB01403	DB00502	Y
DB01403	DB01016	Y
DB01403	DB01251	Y
DB01403	DB00222	Y
DB01403	DB01120	Y
DB01403	DB00176	Y
DB01403	DB00472	Y
DB01403	DB01175	Y
DB01403	DB00476	Y
DB01403	DB00514	Y
DB01403	DB06700	Y
DB01403	DB01151	Y
DB01403	DB00363	Y
DB01403	DB01242	Y
DB01403	DB00215	Y
DB01403	DB00477	Y
DB01403	DB01114	Y
DB01403	DB08907	Y
DB01403	DB01558	Y
DB01403	DB00289	Y
DB01403	DB06216	Y
DB01403	DB01238	Y
DB01403	DB00543	Y
DB01403	DB00321	Y
DB01403	DB06203	Y
DB00351	DB00682	Y
DB00351	DB04876	Y
DB00351	DB00374	Y
DB00351	DB01124	Y
DB00351	DB06271	Y
DB00351	DB06335	Y
DB00351	DB00912	Y
DB00351	DB08882	Y
DB00351	DB00030	Y
DB00351	DB00046	Y
DB00351	DB00047	Y
DB00351	DB01109	Y
DB00351	DB01016	Y
DB00351	DB01251	Y
DB00351	DB00222	Y
DB00351	DB01120	Y
DB00351	DB00569	Y
DB00351	DB01225	Y
DB00351	DB00266	Y
DB00351	DB06779	Y
DB00351	DB04272	Y
DB00351	DB08907	Y
DB00351	DB06203	Y
DB00351	DB00054	Y
DB00603	DB00682	Y
DB00603	DB04876	Y
DB00603	DB00374	Y
DB00603	DB01124	Y
DB00603	DB06271	Y
DB00603	DB06335	Y
DB00603	DB00912	Y
DB00603	DB00834	Y
DB00603	DB08882	Y
DB00603	DB00030	Y
DB00603	DB00046	Y
DB00603	DB00047	Y
DB00603	DB01109	Y
DB00603	DB01016	Y
DB00603	DB01251	Y
DB00603	DB00222	Y
DB00603	DB01120	Y
DB00603	DB00569	Y
DB00603	DB01225	Y
DB00603	DB00266	Y
DB00603	DB06779	Y
DB00603	DB04272	Y
DB00603	DB08907	Y
DB00603	DB01238	Y
DB00603	DB06203	Y
DB00603	DB00054	Y
DB01277	DB04876	Y
DB01277	DB01124	Y
DB01277	DB06271	Y
DB01277	DB06335	Y
DB01277	DB01398	Y
DB01277	DB00912	Y
DB01277	DB08882	Y
DB01277	DB00071	Y
DB01277	DB00030	Y
DB01277	DB00046	Y
DB01277	DB00047	Y
DB01277	DB01016	Y
DB01277	DB00040	Y
DB01277	DB01251	Y
DB01277	DB01067	Y
DB01277	DB00222	Y
DB01277	DB01120	Y
DB01277	DB02901	Y
DB01277	DB08907	Y
DB01277	DB06203	Y
DB01277	DB00945	Y
DB08815	DB04876	Y
DB08815	DB01124	Y
DB08815	DB06335	Y
DB08815	DB00912	Y
DB08815	DB00721	Y
DB08815	DB01035	Y
DB08815	DB01100	Y
DB08815	DB01149	Y
DB08815	DB00370	Y
DB08815	DB00834	Y
DB08815	DB08882	Y
DB08815	DB00030	Y
DB08815	DB00046	Y
DB08815	DB00047	Y
DB08815	DB01016	Y
DB08815	DB01251	Y
DB08815	DB00222	Y
DB08815	DB01120	Y
DB08815	DB00280	Y
DB08815	DB01151	Y
DB08815	DB08907	Y
DB08815	DB01238	Y
DB08815	DB06203	Y
DB00367	DB00682	Y
DB00367	DB04876	Y
DB00367	DB00374	Y
DB00367	DB01124	Y
DB00367	DB06271	Y
DB00367	DB06335	Y
DB00367	DB00912	Y
DB00367	DB00834	Y
DB00367	DB08882	Y
DB00367	DB00030	Y
DB00367	DB00046	Y
DB00367	DB00047	Y
DB00367	DB01109	Y
DB00367	DB01016	Y
DB00367	DB01251	Y
DB00367	DB00222	Y
DB00367	DB01120	Y
DB00367	DB00569	Y
DB00367	DB01225	Y
DB00367	DB00266	Y
DB00367	DB06779	Y
DB00367	DB04272	Y
DB00367	DB08907	Y
DB00367	DB06203	Y
DB00367	DB00054	Y
DB00071	DB01124	Y
DB00071	DB06335	Y
DB00071	DB00912	Y
DB00071	DB00834	Y
DB00071	DB08882	Y
DB00071	DB00030	Y
DB00071	DB00046	Y
DB00071	DB00047	Y
DB00071	DB01016	Y
DB00071	DB01067	Y
DB00071	DB00222	Y
DB00071	DB01120	Y
DB00071	DB00280	Y
DB00071	DB08907	Y
DB00071	DB06203	Y
DB00808	DB04876	Y
DB00808	DB01124	Y
DB00808	DB06335	Y
DB00808	DB00734	Y
DB00808	DB00912	Y
DB00808	DB00834	Y
DB00808	DB00333	Y
DB00808	DB08882	Y
DB00808	DB00030	Y
DB00808	DB00046	Y
DB00808	DB00047	Y
DB00808	DB01016	Y
DB00808	DB01251	Y
DB00808	DB00222	Y
DB00808	DB01120	Y
DB00808	DB00476	Y
DB00808	DB01119	Y
DB00808	DB08907	Y
DB00808	DB06203	Y
DB00999	DB04876	Y
DB00999	DB01124	Y
DB00999	DB06335	Y
DB00999	DB00734	Y
DB00999	DB00912	Y
DB00999	DB00333	Y
DB00999	DB08882	Y
DB00999	DB00030	Y
DB00999	DB00046	Y
DB00999	DB00047	Y
DB00999	DB01016	Y
DB00999	DB01251	Y
DB00999	DB00222	Y
DB00999	DB01120	Y
DB00999	DB00476	Y
DB00999	DB01119	Y
DB00999	DB08907	Y
DB00999	DB06203	Y
DB00040	DB01124	Y
DB00040	DB06335	Y
DB00040	DB00912	Y
DB00040	DB00834	Y
DB00040	DB08882	Y
DB00040	DB00030	Y
DB00040	DB00046	Y
DB00040	DB00047	Y
DB00040	DB01016	Y
DB00040	DB01067	Y
DB00040	DB00222	Y
DB00040	DB01120	Y
DB00040	DB00280	Y
DB00040	DB08907	Y
DB00040	DB06203	Y
DB01067	DB04876	Y
DB01067	DB01124	Y
DB01067	DB06271	Y
DB01067	DB06335	Y
DB01067	DB01398	Y
DB01067	DB00912	Y
DB01067	DB00834	Y
DB01067	DB08882	Y
DB01067	DB00030	Y
DB01067	DB00046	Y
DB01067	DB00047	Y
DB01067	DB01016	Y
DB01067	DB01251	Y
DB01067	DB00222	Y
DB01067	DB01120	Y
DB01067	DB00280	Y
DB01067	DB02901	Y
DB01067	DB08907	Y
DB01067	DB06203	Y
DB01067	DB00945	Y
DB00695	DB04876	Y
DB00695	DB01124	Y
DB00695	DB06335	Y
DB00695	DB01398	Y
DB00695	DB00734	Y
DB00695	DB00912	Y
DB00695	DB00333	Y
DB00695	DB08882	Y
DB00695	DB00030	Y
DB00695	DB00046	Y
DB00695	DB00047	Y
DB00695	DB01016	Y
DB00695	DB01251	Y
DB00695	DB00222	Y
DB00695	DB01120	Y
DB00695	DB00903	Y
DB00695	DB00476	Y
DB00695	DB01119	Y
DB00695	DB08907	Y
DB00695	DB06203	Y
DB00695	DB00945	Y
DB00687	DB00682	Y
DB00687	DB04876	Y
DB00687	DB00072	Y
DB00687	DB01124	Y
DB00687	DB06335	Y
DB00687	DB01398	Y
DB00687	DB01656	Y
DB00687	DB00912	Y
DB00687	DB00337	Y
DB00687	DB00108	Y
DB00687	DB00834	Y
DB00687	DB08882	Y
DB00687	DB01097	Y
DB00687	DB00030	Y
DB00687	DB00046	Y
DB00687	DB00047	Y
DB00687	DB01016	Y
DB00687	DB01251	Y
DB00687	DB00222	Y
DB00687	DB01120	Y
DB00687	DB02901	Y
DB00687	DB08907	Y
DB00687	DB06203	Y
DB00687	DB00041	Y
DB00687	DB00945	Y
DB00294	DB00682	Y
DB00294	DB04876	Y
DB00294	DB00374	Y
DB00294	DB01124	Y
DB00294	DB06271	Y
DB00294	DB06335	Y
DB00294	DB00912	Y
DB00294	DB00834	Y
DB00294	DB08882	Y
DB00294	DB00030	Y
DB00294	DB00046	Y
DB00294	DB00047	Y
DB00294	DB01109	Y
DB00294	DB01016	Y
DB00294	DB01251	Y
DB00294	DB00222	Y
DB00294	DB01120	Y
DB00294	DB00569	Y
DB00294	DB01225	Y
DB00294	DB00266	Y
DB00294	DB06779	Y
DB00294	DB04272	Y
DB00294	DB08907	Y
DB00294	DB06203	Y
DB00294	DB00054	Y
DB00823	DB00682	Y
DB00823	DB04876	Y
DB00823	DB00374	Y
DB00823	DB01124	Y
DB00823	DB00697	Y
DB00823	DB06271	Y
DB00823	DB06335	Y
DB00823	DB00268	Y
DB00823	DB00912	Y
DB00823	DB01100	Y
DB00823	DB00834	Y
DB00823	DB08882	Y
DB00823	DB00030	Y
DB00823	DB00046	Y
DB00823	DB00047	Y
DB00823	DB01109	Y
DB00823	DB01016	Y
DB00823	DB01251	Y
DB00823	DB00222	Y
DB00823	DB01120	Y
DB00823	DB00569	Y
DB00823	DB01225	Y
DB00823	DB00266	Y
DB00823	DB06779	Y
DB00823	DB04272	Y
DB00823	DB08907	Y
DB00823	DB01238	Y
DB00823	DB06203	Y
DB00823	DB00054	Y
DB00977	DB00682	Y
DB00977	DB04876	Y
DB00977	DB00374	Y
DB00977	DB01124	Y
DB00977	DB00697	Y
DB00977	DB06271	Y
DB00977	DB06335	Y
DB00977	DB00268	Y
DB00977	DB00912	Y
DB00977	DB01100	Y
DB00977	DB00834	Y
DB00977	DB08882	Y
DB00977	DB00030	Y
DB00977	DB00046	Y
DB00977	DB00047	Y
DB00977	DB01109	Y
DB00977	DB01016	Y
DB00977	DB01251	Y
DB00977	DB00222	Y
DB00977	DB01120	Y
DB00977	DB00569	Y
DB00977	DB01225	Y
DB00977	DB00266	Y
DB00977	DB06779	Y
DB00977	DB04272	Y
DB00977	DB08907	Y
DB00977	DB01238	Y
DB00977	DB06203	Y
DB00977	DB00054	Y
DB00903	DB04876	Y
DB00903	DB01124	Y
DB00903	DB06335	Y
DB00903	DB01398	Y
DB00903	DB00734	Y
DB00903	DB00912	Y
DB00903	DB00333	Y
DB00903	DB08882	Y
DB00903	DB00030	Y
DB00903	DB00046	Y
DB00903	DB00047	Y
DB00903	DB01016	Y
DB00903	DB01251	Y
DB00903	DB00222	Y
DB00903	DB01120	Y
DB00903	DB00476	Y
DB00903	DB01119	Y
DB00903	DB08907	Y
DB00903	DB06203	Y
DB00903	DB00945	Y
DB04574	DB00682	Y
DB04574	DB04876	Y
DB04574	DB00374	Y
DB04574	DB01124	Y
DB04574	DB06271	Y
DB04574	DB06335	Y
DB04574	DB00268	Y
DB04574	DB00912	Y
DB04574	DB08882	Y
DB04574	DB00030	Y
DB04574	DB00046	Y
DB04574	DB00047	Y
DB04574	DB01109	Y
DB04574	DB01016	Y
DB04574	DB01251	Y
DB04574	DB00222	Y
DB04574	DB01120	Y
DB04574	DB00569	Y
DB04574	DB01225	Y
DB04574	DB00266	Y
DB04574	DB06779	Y
DB04574	DB04272	Y
DB04574	DB08907	Y
DB04574	DB06203	Y
DB04574	DB00054	Y
DB01395	DB00682	Y
DB01395	DB04876	Y
DB01395	DB00374	Y
DB01395	DB01124	Y
DB01395	DB06271	Y
DB01395	DB06335	Y
DB01395	DB00268	Y
DB01395	DB00734	Y
DB01395	DB00912	Y
DB01395	DB01100	Y
DB01395	DB00834	Y
DB01395	DB08882	Y
DB01395	DB00030	Y
DB01395	DB00046	Y
DB01395	DB00047	Y
DB01395	DB01109	Y
DB01395	DB01016	Y
DB01395	DB01251	Y
DB01395	DB00222	Y
DB01395	DB01120	Y
DB01395	DB00569	Y
DB01395	DB01225	Y
DB01395	DB00476	Y
DB01395	DB00266	Y
DB01395	DB06779	Y
DB01395	DB04272	Y
DB01395	DB08907	Y
DB01395	DB01238	Y
DB01395	DB06203	Y
DB01395	DB00054	Y
DB00280	DB04876	Y
DB00280	DB01124	Y
DB00280	DB00373	Y
DB00280	DB06271	Y
DB00280	DB06335	Y
DB00280	DB01398	Y
