DrugBankID_InteractorA	DrugBankID_InteractorB	Adverse
DB00820	DB00384	Y
DB00820	DB01162	Y
DB00820	DB00966	Y
DB00820	DB00421	Y
DB00820	DB00489	Y
DB00820	DB00203	Y
DB00820	DB00571	Y
DB00820	DB00794	Y
DB00820	DB00457	Y
DB00820	DB00960	Y
DB00820	DB00252	Y
DB00820	DB00692	Y
DB00820	DB00925	Y
DB00820	DB01174	Y
DB00820	DB01359	Y
DB00820	DB00401	Y
DB00820	DB00393	Y
DB00820	DB01115	Y
DB00820	DB01149	Y
DB00820	DB04861	Y
DB00820	DB01203	Y
DB00820	DB00691	Y
DB00820	DB00834	Y
DB00820	DB00264	Y
DB00820	DB00524	Y
DB00820	DB00968	Y
DB00820	DB00232	Y
DB00820	DB00722	Y
DB00820	DB00598	Y
DB00820	DB00270	Y
DB00820	DB01029	Y
DB00820	DB00808	Y
DB00820	DB00999	Y
DB00820	DB01275	Y
DB00820	DB01018	Y
DB00820	DB00695	Y
DB00820	DB01023	Y
DB00820	DB00898	Y
DB00820	DB00903	Y
DB00820	DB00590	Y
DB00820	DB00343	Y
DB00820	DB01254	Y
DB00820	DB00872	Y
DB00820	DB00575	Y
DB00820	DB00880	Y
DB00820	DB01136	Y
DB00820	DB01197	Y
DB00820	DB00887	Y
DB00820	DB00559	Y
DB00820	DB08873	Y
DB00820	DB00612	Y
DB00820	DB00436	Y
DB00820	DB00335	Y
DB00820	DB00673	Y
DB00820	DB00381	Y
DB00820	DB00594	Y
DB00820	DB00770	Y
DB00820	DB01193	Y
DB00641	DB00582	Y
DB00641	DB00203	Y
DB00641	DB00243	Y
DB00641	DB00468	Y
DB00641	DB00252	Y
DB00641	DB06589	Y
DB00641	DB00627	Y
DB00641	DB01149	Y
DB00641	DB00834	Y
DB00641	DB00677	Y
DB00641	DB00619	Y
DB00641	DB01241	Y
DB00641	DB04855	Y
DB00641	DB00343	Y
DB00641	DB01254	Y
DB00641	DB01406	Y
DB00641	DB00872	Y
DB00641	DB01394	Y
DB00641	DB00559	Y
DB00641	DB08873	Y
DB00641	DB01393	Y
DB00641	DB03880	Y
DB00641	DB01238	Y
DB00641	DB00673	Y
DB00641	DB00381	Y
DB00641	DB01118	Y
DB00227	DB00582	Y
DB00227	DB00203	Y
DB00227	DB00243	Y
DB00227	DB00468	Y
DB00227	DB01100	Y
DB00227	DB00252	Y
DB00227	DB06589	Y
DB00227	DB00627	Y
DB00227	DB01149	Y
DB00227	DB00834	Y
DB00227	DB00677	Y
DB00227	DB00956	Y
DB00227	DB01241	Y
DB00227	DB04855	Y
DB00227	DB00204	Y
DB00227	DB00343	Y
DB00227	DB01254	Y
DB00227	DB01406	Y
DB00227	DB00872	Y
DB00227	DB01394	Y
DB00227	DB00559	Y
DB00227	DB08873	Y
DB00227	DB01393	Y
DB00227	DB03880	Y
DB00227	DB01238	Y
DB00227	DB00673	Y
DB00227	DB01118	Y
DB00677	DB00495	Y
DB00677	DB00313	Y
DB00677	DB00277	Y
DB00677	DB00203	Y
DB00677	DB00344	Y
DB00677	DB01100	Y
DB00677	DB00454	Y
DB00677	DB00540	Y
DB00677	DB06713	Y
DB00677	DB00401	Y
DB00677	DB00393	Y
DB00677	DB01115	Y
DB00677	DB01149	Y
DB00677	DB00270	Y
DB00677	DB00458	Y
DB00677	DB01023	Y
DB00677	DB00823	Y
DB00677	DB00977	Y
DB00677	DB00343	Y
DB00677	DB00304	Y
DB00677	DB01151	Y
DB00677	DB01242	Y
DB00677	DB01200	Y
DB00677	DB08873	Y
DB00677	DB01076	Y
DB00677	DB00543	Y
DB00677	DB00381	Y
DB00677	DB00321	Y
DB00677	DB01223	Y
DB00677	DB00404	Y
DB03880	DB00495	Y
DB03880	DB00313	Y
DB03880	DB00277	Y
DB03880	DB00203	Y
DB03880	DB00344	Y
DB03880	DB01100	Y
DB03880	DB00454	Y
DB03880	DB00540	Y
DB03880	DB06713	Y
DB03880	DB00401	Y
DB03880	DB00393	Y
DB03880	DB01115	Y
DB03880	DB01149	Y
DB03880	DB00270	Y
DB03880	DB00458	Y
DB03880	DB01023	Y
DB03880	DB00823	Y
DB03880	DB00977	Y
DB03880	DB00343	Y
DB03880	DB00304	Y
DB03880	DB01151	Y
DB03880	DB01242	Y
DB03880	DB01200	Y
DB03880	DB08873	Y
DB03880	DB01076	Y
DB03880	DB00543	Y
DB03880	DB00381	Y
DB03880	DB00321	Y
DB03880	DB01223	Y
DB03880	DB00404	Y
DB01076	DB00582	Y
DB01076	DB01030	Y
DB01076	DB00421	Y
DB01076	DB00203	Y
DB01076	DB00243	Y
DB01076	DB00468	Y
DB01076	DB01100	Y
DB01076	DB00252	Y
DB01076	DB06589	Y
DB01076	DB00627	Y
DB01076	DB00834	Y
DB01076	DB00956	Y
DB01076	DB01241	Y
DB01076	DB04855	Y
DB01076	DB00204	Y
DB01076	DB00343	Y
DB01076	DB01254	Y
DB01076	DB01406	Y
DB01076	DB00872	Y
DB01076	DB01394	Y
DB01076	DB06616	Y
DB01076	DB00559	Y
DB01076	DB08873	Y
DB01076	DB01393	Y
DB01076	DB01238	Y
DB01076	DB00673	Y
DB01076	DB01118	Y
DB00770	DB00203	Y
DB00203	DB00582	Y
DB00203	DB01100	Y
DB00203	DB01149	Y
DB00203	DB00834	Y
DB00203	DB00956	Y
DB00203	DB00204	Y
DB00203	DB01254	Y
DB00203	DB00872	Y
DB00203	DB00559	Y
DB00203	DB08873	Y
DB00203	DB01238	Y
DB00203	DB00673	Y
DB00545	DB00202	Y
DB00545	DB00975	Y
DB00545	DB00411	Y
DB00545	DB03128	Y
DB00981	DB00202	Y
DB00981	DB00975	Y
DB00981	DB00411	Y
DB00981	DB03128	Y
DB01400	DB00202	Y
DB01400	DB00975	Y
DB01400	DB00411	Y
DB01400	DB03128	Y
DB00674	DB01624	Y
DB00674	DB00246	Y
DB00674	DB06684	Y
DB00674	DB00508	Y
DB00674	DB00831	Y
DB00674	DB01623	Y
DB00674	DB00679	Y
DB00674	DB00391	Y
DB00674	DB00202	Y
DB00674	DB06144	Y
DB00674	DB08877	Y
DB00674	DB00734	Y
DB00674	DB00409	Y
DB00674	DB01224	Y
DB00674	DB00420	Y
DB00674	DB00433	Y
DB00674	DB01100	Y
DB00674	DB00850	Y
DB00674	DB00715	Y
DB00674	DB01267	Y
DB00674	DB00904	Y
DB00674	DB00334	Y
DB00674	DB01618	Y
DB00674	DB00834	Y
DB00674	DB01403	Y
DB00674	DB00933	Y
DB00674	DB00408	Y
DB00674	DB06218	Y
DB00674	DB00502	Y
DB00674	DB04842	Y
DB00674	DB00623	Y
DB00674	DB00875	Y
DB00674	DB00450	Y
DB00674	DB00975	Y
DB00674	DB00363	Y
DB00674	DB01239	Y
DB00674	DB00477	Y
DB00674	DB01038	Y
DB00674	DB00411	Y
DB00674	DB00767	Y
DB00674	DB01238	Y
DB00674	DB06288	Y
DB00674	DB03128	Y
DB00674	DB01063	Y
DB00674	DB01614	Y
DB01010	DB00202	Y
DB01010	DB00975	Y
DB01010	DB00411	Y
DB01010	DB03128	Y
DB00843	DB01624	Y
DB00843	DB00246	Y
DB00843	DB00508	Y
DB00843	DB00831	Y
DB00843	DB01623	Y
DB00843	DB00679	Y
DB00843	DB00391	Y
DB00843	DB00202	Y
DB00843	DB06144	Y
DB00843	DB08877	Y
DB00843	DB00734	Y
DB00843	DB00409	Y
DB00843	DB01224	Y
DB00843	DB00420	Y
DB00843	DB00433	Y
DB00843	DB01100	Y
DB00843	DB00850	Y
DB00843	DB01267	Y
DB00843	DB00904	Y
DB00843	DB00334	Y
DB00843	DB01618	Y
DB00843	DB01403	Y
DB00843	DB00933	Y
DB00843	DB00408	Y
DB00843	DB06218	Y
DB00843	DB00502	Y
DB00843	DB04842	Y
DB00843	DB00623	Y
DB00843	DB00875	Y
DB00843	DB00450	Y
DB00843	DB00975	Y
DB00843	DB00363	Y
DB00843	DB01239	Y
DB00843	DB00477	Y
DB00843	DB01038	Y
DB00843	DB00411	Y
DB00843	DB00767	Y
DB00843	DB01238	Y
DB00843	DB06288	Y
DB00843	DB03128	Y
DB00843	DB01063	Y
DB00843	DB01614	Y
DB06213	DB00277	Y
DB06213	DB00975	Y
DB06213	DB00201	Y
DB06213	DB01223	Y
DB01059	DB01198	Y
DB01059	DB06684	Y
DB01059	DB00364	Y
DB01059	DB06335	Y
DB01059	DB00938	Y
DB01059	DB00243	Y
DB01059	DB01182	Y
DB01059	DB01032	Y
DB01059	DB00707	Y
DB01059	DB01100	Y
DB01059	DB00337	Y
DB01059	DB00497	Y
DB01059	DB00834	Y
DB01059	DB08815	Y
DB01059	DB00619	Y
DB01059	DB00956	Y
DB01059	DB00813	Y
DB01059	DB00470	Y
DB01059	DB01184	Y
DB01059	DB01394	Y
DB01059	DB01166	Y
DB01059	DB00201	Y
DB01059	DB06616	Y
DB01059	DB00559	Y
DB01059	DB01238	Y
DB00198	DB01032	Y
DB00989	DB01624	Y
DB00989	DB00246	Y
DB00989	DB00508	Y
DB00989	DB00831	Y
DB00989	DB00373	Y
DB00989	DB01623	Y
DB00989	DB00679	Y
DB00989	DB00391	Y
DB00989	DB00202	Y
DB00989	DB00489	Y
DB00989	DB06144	Y
DB00989	DB08877	Y
DB00989	DB00734	Y
DB00989	DB00409	Y
DB00989	DB01224	Y
DB00989	DB00571	Y
DB00989	DB00420	Y
DB00989	DB00433	Y
DB00989	DB00960	Y
DB00989	DB01100	Y
DB00989	DB00850	Y
DB00989	DB01359	Y
DB00989	DB01267	Y
DB00989	DB00904	Y
DB00989	DB00334	Y
DB00989	DB04861	Y
DB00989	DB01203	Y
DB00989	DB01618	Y
DB00989	DB00264	Y
DB00989	DB01233	Y
DB00989	DB01403	Y
DB00989	DB00933	Y
DB00989	DB00408	Y
DB00989	DB06218	Y
DB00989	DB00598	Y
DB00989	DB00502	Y
DB00989	DB04842	Y
DB00989	DB00623	Y
DB00989	DB00875	Y
DB00989	DB00450	Y
DB00989	DB00975	Y
DB00989	DB00363	Y
DB00989	DB01239	Y
DB00989	DB00477	Y
DB00989	DB01136	Y
DB00989	DB01038	Y
DB00989	DB00411	Y
DB00989	DB00612	Y
DB00989	DB00195	Y
DB00989	DB00767	Y
DB00989	DB00436	Y
DB00989	DB00335	Y
DB00989	DB01238	Y
DB00989	DB06288	Y
DB00989	DB03128	Y
DB00989	DB01063	Y
DB00989	DB01614	Y
DB00989	DB01193	Y
DB08896	DB00682	Y
DB08896	DB00582	Y
DB08896	DB00373	Y
DB08896	DB00489	Y
DB08896	DB00571	Y
DB08896	DB00794	Y
DB08896	DB00960	Y
DB08896	DB00252	Y
DB08896	DB01174	Y
DB08896	DB01359	Y
DB08896	DB01149	Y
DB08896	DB04861	Y
DB08896	DB01203	Y
DB08896	DB00834	Y
DB08896	DB00264	Y
DB08896	DB00598	Y
DB08896	DB00762	Y
DB08896	DB00343	Y
DB08896	DB01254	Y
DB08896	DB00872	Y
DB08896	DB01136	Y
DB08896	DB00559	Y
DB08896	DB08873	Y
DB08896	DB00612	Y
DB08896	DB00195	Y
DB08896	DB00436	Y
DB08896	DB00335	Y
DB08896	DB00673	Y
DB08896	DB01193	Y
DB06709	DB00373	Y
DB06709	DB00489	Y
DB06709	DB00571	Y
DB06709	DB00960	Y
DB06709	DB01359	Y
DB06709	DB04861	Y
DB06709	DB01203	Y
DB06709	DB00264	Y
DB06709	DB00598	Y
DB06709	DB01136	Y
DB06709	DB00612	Y
DB06709	DB00195	Y
DB06709	DB00436	Y
DB06709	DB00335	Y
DB06709	DB01193	Y
DB00411	DB00373	Y
DB00411	DB00489	Y
DB00411	DB00571	Y
DB00411	DB00960	Y
DB00411	DB01359	Y
DB00411	DB04861	Y
DB00411	DB01203	Y
DB00411	DB00264	Y
DB00411	DB00598	Y
DB00411	DB01136	Y
DB00411	DB00612	Y
DB00411	DB00195	Y
DB00411	DB00436	Y
DB00411	DB00335	Y
DB00411	DB01193	Y
DB00297	DB00373	Y
DB00297	DB00489	Y
DB00297	DB00571	Y
DB00297	DB00960	Y
DB00297	DB01359	Y
DB00297	DB04861	Y
DB00297	DB01203	Y
DB00297	DB00264	Y
DB00297	DB00598	Y
DB00297	DB01136	Y
DB00297	DB00612	Y
DB00297	DB00195	Y
DB00297	DB00436	Y
DB00297	DB00335	Y
DB00297	DB01193	Y
DB03128	DB00373	Y
DB03128	DB00489	Y
DB03128	DB00571	Y
DB03128	DB00960	Y
DB03128	DB01359	Y
DB03128	DB04861	Y
DB03128	DB01203	Y
DB03128	DB00264	Y
DB03128	DB00598	Y
DB03128	DB01136	Y
DB03128	DB00612	Y
DB03128	DB00195	Y
DB03128	DB00436	Y
DB03128	DB00335	Y
DB03128	DB01193	Y
DB01021	DB00193	Y
DB01021	DB06204	Y
DB01021	DB00708	Y
DB01021	DB00899	Y
DB01021	DB00454	Y
DB01021	DB01192	Y
DB01021	DB00497	Y
DB01021	DB00844	Y
DB01021	DB00295	Y
DB01021	DB00333	Y
DB01021	DB00854	Y
DB01021	DB00327	Y
DB01021	DB00956	Y
DB01021	DB00813	Y
DB01021	DB00318	Y
DB01021	DB00611	Y
DB01021	DB00921	Y
DB00202	DB00193	Y
DB00202	DB06204	Y
DB00202	DB00708	Y
DB00202	DB00899	Y
DB00202	DB00468	Y
DB00202	DB00908	Y
DB00202	DB01035	Y
DB00202	DB00780	Y
DB00202	DB00454	Y
DB00202	DB01192	Y
DB00202	DB00497	Y
DB00202	DB00844	Y
DB00202	DB00295	Y
DB00202	DB00333	Y
DB00202	DB01356	Y
DB00202	DB00854	Y
DB00202	DB00327	Y
DB00202	DB00956	Y
DB00202	DB00813	Y
DB00202	DB00318	Y
DB00202	DB00611	Y
DB00202	DB00921	Y
DB00704	DB00193	Y
DB00704	DB06204	Y
DB00704	DB00708	Y
DB00704	DB00899	Y
DB00704	DB00454	Y
DB00704	DB01192	Y
DB00704	DB00497	Y
DB00704	DB00844	Y
DB00704	DB00295	Y
DB00704	DB00333	Y
DB00704	DB00854	Y
DB00704	DB00327	Y
DB00704	DB00956	Y
DB00704	DB00813	Y
DB00704	DB00318	Y
DB00704	DB00611	Y
DB00704	DB00921	Y
DB00951	DB00193	Y
DB00951	DB00679	Y
DB00951	DB00277	Y
DB00951	DB00675	Y
DB00951	DB01182	Y
DB00951	DB01100	Y
DB00951	DB00252	Y
DB00951	DB04861	Y
DB00951	DB00264	Y
DB00951	DB00956	Y
DB00951	DB00687	Y
DB00951	DB00204	Y
DB00951	DB01285	Y
DB00951	DB00318	Y
DB00951	DB00758	Y
DB00951	DB00215	Y
DB00951	DB01166	Y
DB00951	DB00241	Y
DB00951	DB01238	Y
DB00951	DB01223	Y
DB00774	DB00193	Y
DB00774	DB06204	Y
DB00774	DB00708	Y
DB00774	DB00899	Y
DB00774	DB00454	Y
DB00774	DB01192	Y
DB00774	DB00497	Y
DB00774	DB00844	Y
DB00774	DB00295	Y
DB00774	DB00333	Y
DB00774	DB00854	Y
DB00774	DB00327	Y
DB00774	DB00956	Y
DB00774	DB00813	Y
DB00774	DB00318	Y
DB00774	DB00611	Y
DB00774	DB00921	Y
DB00889	DB00193	Y
DB00889	DB06204	Y
DB00889	DB00834	Y
DB04855	DB01198	Y
DB04855	DB00582	Y
DB04855	DB06684	Y
DB04855	DB00193	Y
DB04855	DB01030	Y
DB04855	DB00373	Y
DB04855	DB00679	Y
DB04855	DB00675	Y
DB04855	DB06335	Y
DB04855	DB08877	Y
DB04855	DB00571	Y
DB04855	DB01182	Y
DB04855	DB00794	Y
DB04855	DB00960	Y
DB04855	DB01100	Y
DB04855	DB00337	Y
DB04855	DB00252	Y
DB04855	DB01174	Y
DB04855	DB01359	Y
DB04855	DB06589	Y
DB04855	DB00497	Y
DB04855	DB01149	Y
DB04855	DB04861	Y
DB04855	DB01203	Y
DB04855	DB00834	Y
DB04855	DB00264	Y
DB04855	DB08815	Y
DB04855	DB06218	Y
DB04855	DB00598	Y
DB04855	DB00619	Y
DB04855	DB00956	Y
DB04855	DB08868	Y
DB04855	DB00813	Y
DB04855	DB00470	Y
DB04855	DB01184	Y
DB04855	DB01248	Y
DB04855	DB00343	Y
DB04855	DB00872	Y
DB04855	DB01394	Y
DB04855	DB00318	Y
DB04855	DB01166	Y
DB04855	DB01136	Y
DB04855	DB06616	Y
DB04855	DB00559	Y
DB04855	DB08873	Y
DB04855	DB00612	Y
DB04855	DB00195	Y
DB04855	DB00436	Y
DB04855	DB00335	Y
DB04855	DB00673	Y
DB04855	DB01193	Y
DB00496	DB00193	Y
DB00496	DB00273	Y
DB00496	DB00679	Y
DB00496	DB00675	Y
DB00496	DB01182	Y
DB00496	DB01278	Y
DB00496	DB01100	Y
DB00496	DB04861	Y
DB00496	DB00834	Y
DB00496	DB00264	Y
DB00496	DB01233	Y
DB00496	DB00956	Y
DB00496	DB00204	Y
DB00496	DB01254	Y
DB00496	DB00872	Y
DB00496	DB00318	Y
DB00496	DB00559	Y
DB00496	DB01238	Y
DB00496	DB00673	Y
DB00606	DB00193	Y
DB00606	DB06204	Y
DB00606	DB00708	Y
DB00606	DB00899	Y
DB00606	DB00454	Y
DB00606	DB01192	Y
DB00606	DB00497	Y
DB00606	DB00844	Y
DB00606	DB00295	Y
DB00606	DB00333	Y
DB00606	DB00854	Y
DB00606	DB00327	Y
DB00606	DB00956	Y
DB00606	DB00813	Y
DB00606	DB00318	Y
DB00606	DB00611	Y
DB00606	DB00921	Y
DB00349	DB00425	Y
DB00349	DB01392	Y
DB00349	DB00193	Y
DB00349	DB00679	Y
DB00349	DB00277	Y
DB00349	DB01041	Y
DB00349	DB06204	Y
DB00349	DB00675	Y
DB00349	DB06335	Y
DB00349	DB05271	Y
DB00349	DB00268	Y
DB00349	DB01182	Y
DB00349	DB00413	Y
DB00349	DB00252	Y
DB00349	DB01173	Y
DB00349	DB01083	Y
DB00349	DB00334	Y
DB00349	DB00957	Y
DB00349	DB00717	Y
DB00349	DB06713	Y
DB00349	DB04861	Y
DB00349	DB00486	Y
DB00349	DB00370	Y
DB00349	DB00264	Y
DB00349	DB01403	Y
DB00349	DB00333	Y
DB00349	DB00603	Y
DB00349	DB00653	Y
DB00349	DB00367	Y
DB00349	DB00956	Y
DB00349	DB00294	Y
DB00349	DB00823	Y
DB00349	DB00977	Y
DB00349	DB00898	Y
DB00349	DB01395	Y
DB00349	DB00450	Y
DB00349	DB00470	Y
DB00349	DB00366	Y
DB00349	DB00304	Y
DB00349	DB00318	Y
DB00349	DB00363	Y
DB00349	DB00921	Y
DB00349	DB01238	Y
DB00349	DB01223	Y
DB00673	DB01624	Y
DB00673	DB01198	Y
DB00673	DB00909	Y
DB00673	DB00425	Y
DB00673	DB00682	Y
DB00673	DB00541	Y
DB00673	DB00570	Y
DB00673	DB06684	Y
DB00673	DB00285	Y
DB00673	DB08881	Y
DB00673	DB00726	Y
DB00673	DB00193	Y
DB00673	DB01036	Y
DB00673	DB01124	Y
DB00673	DB00277	Y
DB00673	DB01268	Y
DB00673	DB00708	Y
DB00673	DB00877	Y
DB00673	DB06335	Y
DB00673	DB00938	Y
DB00673	DB08877	Y
DB00673	DB00243	Y
DB00673	DB00468	Y
DB00673	DB00908	Y
DB00673	DB01224	Y
DB00673	DB01182	Y
DB00673	DB01621	Y
DB00673	DB01100	Y
DB00673	DB00337	Y
DB00673	DB06589	Y
DB00673	DB00715	Y
DB00673	DB00497	Y
DB00673	DB00957	Y
DB00673	DB00717	Y
DB00673	DB06713	Y
DB00673	DB00401	Y
DB00673	DB00393	Y
DB00673	DB04868	Y
DB00673	DB01115	Y
DB00673	DB00370	Y
DB00673	DB00834	Y
DB00673	DB00333	Y
DB00673	DB00603	Y
DB00673	DB08815	Y
DB00673	DB00367	Y
DB00673	DB08918	Y
DB00673	DB00270	Y
DB00673	DB00762	Y
DB00673	DB00619	Y
DB00673	DB00956	Y
DB00673	DB00502	Y
DB00673	DB01018	Y
DB00673	DB00317	Y
DB00673	DB00499	Y
DB00673	DB00687	Y
DB00673	DB00813	Y
DB00673	DB01023	Y
DB00673	DB00773	Y
DB00673	DB00294	Y
DB00673	DB00823	Y
DB00673	DB00977	Y
DB00673	DB01175	Y
DB00673	DB00530	Y
DB00673	DB01395	Y
DB00673	DB00470	Y
DB00673	DB00590	Y
DB00673	DB01184	Y
DB00673	DB00204	Y
DB00673	DB00280	Y
DB00673	DB00343	Y
DB00673	DB00304	Y
DB00673	DB01254	Y
DB00673	DB01285	Y
DB00673	DB00872	Y
DB00673	DB01394	Y
DB00673	DB00907	Y
DB00673	DB00215	Y
DB00673	DB01166	Y
DB00673	DB00608	Y
DB00673	DB06772	Y
DB00673	DB00490	Y
DB00673	DB00921	Y
DB00673	DB01200	Y
DB00673	DB06616	Y
DB00673	DB00559	Y
DB00673	DB00612	Y
DB00673	DB00865	Y
DB00673	DB01238	Y
DB00673	DB00381	Y
DB00673	DB01118	Y
DB00673	DB01223	Y
DB00673	DB00404	Y
DB01118	DB00193	Y
DB01118	DB01030	Y
DB01118	DB00373	Y
DB01118	DB00679	Y
DB01118	DB00675	Y
DB01118	DB08877	Y
DB01118	DB00908	Y
DB01118	DB00571	Y
DB01118	DB01182	Y
DB01118	DB00721	Y
DB01118	DB01035	Y
DB01118	DB00707	Y
DB01118	DB00960	Y
DB01118	DB01100	Y
DB01118	DB00252	Y
DB01118	DB01359	Y
DB01118	DB06589	Y
DB01118	DB01083	Y
DB01118	DB04861	Y
DB01118	DB01203	Y
DB01118	DB00834	Y
DB01118	DB00264	Y
DB01118	DB00455	Y
DB01118	DB06218	Y
DB01118	DB00598	Y
DB01118	DB00956	Y
DB01118	DB01195	Y
DB01118	DB08868	Y
DB01118	DB00470	Y
DB01118	DB00280	Y
DB01118	DB00343	Y
DB01118	DB00872	Y
DB01118	DB01394	Y
DB01118	DB00318	Y
DB01118	DB00758	Y
DB01118	DB01136	Y
DB01118	DB06616	Y
DB01118	DB00559	Y
DB01118	DB08873	Y
DB01118	DB00612	Y
DB01118	DB00195	Y
DB01118	DB00436	Y
DB01118	DB00335	Y
DB01118	DB01193	Y
DB06274	DB00193	Y
DB06274	DB06204	Y
DB06274	DB00708	Y
DB06274	DB00899	Y
DB06274	DB00454	Y
DB06274	DB01192	Y
DB06274	DB00497	Y
DB06274	DB00844	Y
DB06274	DB00295	Y
DB06274	DB00333	Y
DB06274	DB00854	Y
DB06274	DB00327	Y
DB06274	DB00956	Y
DB06274	DB00813	Y
DB06274	DB00318	Y
DB06274	DB00611	Y
DB06274	DB00921	Y
DB00898	DB01198	Y
DB00898	DB00374	Y
DB00898	DB00273	Y
DB00898	DB00277	Y
DB00898	DB06204	Y
DB00898	DB00391	Y
DB00898	DB05271	Y
DB00898	DB00268	Y
DB00898	DB00571	Y
DB00898	DB00413	Y
DB00898	DB00252	Y
DB00898	DB00191	Y
DB00898	DB01579	Y
DB00898	DB01173	Y
DB00898	DB01115	Y
DB00898	DB00627	Y
DB00898	DB00486	Y
DB00898	DB00370	Y
DB00898	DB00422	Y
DB00898	DB00333	Y
DB00898	DB08918	Y
DB00898	DB00956	Y
DB00898	DB01018	Y
DB00898	DB00470	Y
DB00898	DB00366	Y
DB00898	DB01156	Y
DB00898	DB00921	Y
DB00898	DB01200	Y
DB00898	DB06288	Y
DB00898	DB01223	Y
DB00898	DB06594	Y
DB00898	DB00459	Y
DB06262	DB00368	Y
DB06262	DB00211	Y
DB06262	DB00190	Y
DB00582	DB01198	Y
DB00582	DB00425	Y
DB00582	DB00541	Y
DB00582	DB00570	Y
DB00582	DB06684	Y
DB00582	DB00285	Y
DB00582	DB08881	Y
DB00582	DB01036	Y
DB00582	DB01268	Y
DB00582	DB00364	Y
DB00582	DB00877	Y
DB00582	DB00418	Y
DB00582	DB06335	Y
DB00582	DB00938	Y
DB00582	DB08877	Y
DB00582	DB00912	Y
DB00582	DB00243	Y
DB00582	DB00908	Y
DB00582	DB00794	Y
DB00582	DB00707	Y
DB00582	DB01100	Y
DB00582	DB00337	Y
DB00582	DB00252	Y
DB00582	DB01174	Y
DB00582	DB00312	Y
DB00582	DB06589	Y
DB00582	DB00213	Y
DB00582	DB00497	Y
DB00582	DB00957	Y
DB00582	DB00717	Y
DB00582	DB06713	Y
DB00582	DB00401	Y
DB00582	DB00393	Y
DB00582	DB04868	Y
DB00582	DB00834	Y
DB00582	DB00333	Y
DB00582	DB00814	Y
DB00582	DB00603	Y
DB00582	DB00653	Y
DB00582	DB08815	Y
DB00582	DB00367	Y
DB00582	DB08918	Y
DB00582	DB06218	Y
DB00582	DB00270	Y
DB00582	DB00762	Y
DB00582	DB00619	Y
DB00582	DB01050	Y
DB00582	DB00956	Y
DB00582	DB01355	Y
DB00582	DB01354	Y
DB00582	DB01018	Y
DB00582	DB01016	Y
DB00582	DB01067	Y
DB00582	DB00222	Y
DB00582	DB01120	Y
DB00582	DB00813	Y
DB00582	DB01023	Y
DB00582	DB00294	Y
DB00582	DB00823	Y
DB00582	DB00530	Y
DB00582	DB01395	Y
DB00582	DB00470	Y
DB00582	DB01184	Y
DB00582	DB00204	Y
DB00582	DB01248	Y
DB00582	DB00304	Y
DB00582	DB01254	Y
DB00582	DB00872	Y
DB00582	DB01394	Y
DB00582	DB00758	Y
DB00582	DB01166	Y
DB00582	DB01136	Y
DB00582	DB06772	Y
DB00582	DB01353	Y
DB00582	DB00241	Y
DB00582	DB00237	Y
DB00582	DB00490	Y
DB00582	DB06616	Y
DB00582	DB00559	Y
DB00582	DB00188	Y
DB00582	DB08873	Y
DB00582	DB01238	Y
DB00582	DB01351	Y
DB00582	DB00381	Y
DB00582	DB00969	Y
DB00872	DB01624	Y
DB00872	DB01198	Y
DB00872	DB00909	Y
DB00872	DB00425	Y
DB00872	DB00541	Y
DB00872	DB00570	Y
DB00872	DB06684	Y
DB00872	DB00285	Y
DB00872	DB08881	Y
DB00872	DB00726	Y
DB00872	DB00193	Y
DB00872	DB01036	Y
DB00872	DB00277	Y
DB00872	DB00675	Y
DB00872	DB01268	Y
DB00872	DB00708	Y
DB00872	DB00398	Y
DB00872	DB00877	Y
DB00872	DB06335	Y
DB00872	DB00938	Y
DB00872	DB08877	Y
DB00872	DB00912	Y
DB00872	DB00243	Y
DB00872	DB00468	Y
DB00872	DB00908	Y
DB00872	DB01224	Y
DB00872	DB01182	Y
DB00872	DB01621	Y
DB00872	DB01100	Y
DB00872	DB00337	Y
DB00872	DB06589	Y
DB00872	DB00497	Y
DB00872	DB00401	Y
DB00872	DB00393	Y
DB00872	DB04868	Y
DB00872	DB01115	Y
DB00872	DB01149	Y
DB00872	DB00731	Y
DB00872	DB00370	Y
DB00872	DB00834	Y
DB00872	DB00333	Y
DB00872	DB08815	Y
DB00872	DB08918	Y
DB00872	DB06218	Y
DB00872	DB00270	Y
DB00872	DB00762	Y
DB00872	DB00619	Y
DB00872	DB04946	Y
DB00872	DB00956	Y
DB00872	DB00502	Y
DB00872	DB01018	Y
DB00872	DB00317	Y
DB00872	DB00499	Y
DB00872	DB00813	Y
DB00872	DB01023	Y
DB00872	DB00773	Y
DB00872	DB00977	Y
DB00872	DB01175	Y
DB00872	DB00530	Y
DB00872	DB00470	Y
DB00872	DB00590	Y
DB00872	DB01184	Y
DB00872	DB00204	Y
DB00872	DB01248	Y
DB00872	DB00280	Y
DB00872	DB00343	Y
DB00872	DB01254	Y
DB00872	DB01394	Y
DB00872	DB00907	Y
DB00872	DB00215	Y
DB00872	DB01166	Y
DB00872	DB00608	Y
DB00872	DB06772	Y
DB00872	DB00490	Y
DB00872	DB00921	Y
DB00872	DB01200	Y
DB00872	DB06616	Y
DB00872	DB00559	Y
DB00872	DB00188	Y
DB00872	DB08873	Y
DB00872	DB00612	Y
DB00872	DB00865	Y
DB00872	DB01238	Y
