UniProtKB	GENEID
Q8WVX9	84188
Q9H5Y7	84189
Q8N6Q8	84190
Q9H5X1	84191
Q86TU7	84193
Q86UV5	84196
Q9H5K3	84197
Q9H0D2	84215
Q9H0C3	84216
Q9H0C1	84217
Q9H0A9	84221
Q9H095	84223
Q9H094	84224
Q9H091	84225
Q68DN1	84226
Q8TDW0	84230
Q6Q0C0	84231
Q9H063	84232
Q9H061	84233
Q8TEB9	84236
Q4VNC1	84239
Q9NUE0	84243
Q9BV20	84245
Q6ICC9	84247
Q9BQI7	84249
Q9BQI5	84251
Q8N5S9	84254
Q8NCC5	84255
Q4VC44	84256
Q9BQG1	84258
Q9BTE7	84259
Q9BT92	84260
Q9BT73	84262
Q6YN16	84263
Q9BT43	84265
Q9BT30	84266
Q86UA6	84268
Q9BY77	84271
Q8NC60	84273
Q5HYK3	84274
Q9BSK2	84275
Q9BSH3	84276
Q9BSG0	84279
Q9BSF8	84280
Q9BSF0	84281
Q8IUD6	84282
Q9BSE2	84283
Q9BSD7	84284
Q8N9N8	84285
Q9BSA9	84286
Q969W1	84287
Q8WYH8	84289
Q96L46	84290
Q9BRX9	84292
Q9BRU9	84294
Q8IWS0	84295
Q9BRT9	84296
Q9BRT3	84299
Q9BRT2	84300
Q5TDH0	84301
Q9BRP8	84305
Q9BRJ6	84310
Q5PSV4	84312
Q6UX40	84314
Q86VX9	84315
Q9BRA0	84316
Q96NT0	84317
Q9BR77	84318
Q9BQ75	84319
Q9BR61	84320
P82979	84324
Q8WZA0	84328
Q96D96	84329
Q96IL0	84334
Q96B36	84335
P60002	84337
Q969S9	84340
Q96MW5	84342
Q969F9	84343
Q8N6H7	84364
Q96KF2	84366
Q86VS8	84376
Q9H1Z8	84417
Q9H1C7	84418
Q9C002	84419
P58294	84432
Q9BXL7	84433
Q86SQ6	84435
Q96JK4	84439
Q86YS3	84440
Q8IZL2	84441
Q8TEK3	84444
Q9BRK4	84445
Q8TDC3	84446
Q86TM6	84447
Q6H8Q1	84448
Q96ME7	84450
Q5TCX8	84451
A8K855	84455
Q96JM7	84456
Q96JN0	84458
Q8IY92	84464
A6BM72	84465
Q96KG7	84466
Q75N90	84467
Q96EK7	84498
Q8WWL2	84501
Q96JJ6	84502
Q9C056	84504
Q8NEB5	84513
Q9UJA3	84515
Q9BTE1	84516
Q9BYD9	84517
Q8NEB7	84519
Q8N5M9	84522
Q9BPY8	84525
Q9BR84	84527
Q9BQY4	84528
Q9Y2V0	84529
A7MD48	84530
Q9NUB1	84532
Q969V1	84539
Q8NFY9	84541
Q8N983	84545
Q96JS3	84547
Q8NFB2	84548
Q9BXY0	84549
Q9H492	84557
P47944	84560
A0AV02	84561
Q6UWQ5	84569
Q9BXS0	84570
Q9UJJ9	84572
Q5TC79	84614
Q9BUF5	84617
Q9BXI3	84618
Q8N5A5	84619
Q96JF0	84620
Q8IZU9	84623
Q4ZHG4	84624
A5PL33	84626
Q96JG9	84627
Q96CW9	84628
Q5TCY1	84630
Q9H156	84631
Q8N4X5	84632
Q969F8	84634
Q9BXC1	84636
Q8WWZ1	84639
Q8N4N8	84643
Q9BYE3	84648
Q96PD7	84649
Q9BY08	84650
P58062	84651
Q9BXG8	84654
Q49A26	84656
Q9H1E1	84659
Q6P9F0	84660
Q9C005	84661
Q9BZE0	84662
Q86TC9	84665
Q9BQ08	84666
Q9BYE0	84667
Q9BYI3	84668
Q8NFA0	84669
Q9BX69	84674
Q9BYV6	84675
Q969Q1	84676
Q96T75	84677
Q8NHM5	84678
Q96QU6	84680
Q9BX68	84681
Q96T92	84684
Q96SB3	84687
Q8NHS9	84690
Q96KD3	84691
Q8NEL0	84692
Q96PE7	84693
P58215	84695
Q96SE0	84696
Q9BXY5	84698
Q68CJ9	84699
Q8IUG5	84700
Q96KJ9	84701
Q969Y2	84705
Q8TD30	84706
Q9BXY8	84707
Q8TBB1	84708
Q8TDB4	84709
Q7Z4V5	84717
Q8TEQ8	84720
Q6PGN9	84722
Q96JA3	84725
Q99619	84727
Q14781	84733
Q9BTA0	84734
Q96KN2	84735
A6NIH7	84747
Q70CQ3	84749
Q6P4F1	84750
Q6UX72	84752
Q9BSM1	84759
Q9BSK1	84765
Q9BSW2	84766
Q567V2	84769
Q9BSU3	84779
Q86Y97	84787
Q9BQE3	84790
Q8N2H3	84795
Q6RUI8	84798
Q53EU6	84803
Q8NBP5	84804
Q5SV97	84808
Q9BRD0	84811
Q9BRC7	84812
Q8WWV3	84816
Q9BRA2	84817
Q8NAC3	84818
Q03252	84823
Q7L513	84824
Q587I9	84826
Q96IZ2	84830
Q96IX5	84833
Q96IU4	84836
Q96IS3	84839
Q96IR7	84842
Q7RTV0	84844
Q8IUF8	84864
Q86YD3	84866
P54829	84867
Q8TDQ0	84868
Q8N4T8	84869
Q9BXY4	84870
Q5VU57	84871
Q96K78	84873
Q96D31	84876
Q8NA29	84879
Q9BRQ8	84883
Q96GR4	84885
Q8TCT8	84888
Q8WY07	84889
Q96SZ5	84890
Q96SZ4	84891
Q8NAT1	84892
Q8NFZ0	84893
Q96FE5	84894
Q7L4E1	84895
Q8NBU5	84896
Q3YBR2	84897
Q6UX71	84898
Q5T4D3	84899
Q8NCF5	84901
Q96ST8	84902
Q9BYN7	84905
Q96C01	84908
Q8N6M6	84909
Q96K49	84910
Q96SR6	84911
Q969S0	84912
Q96SQ7	84913
Q5U5X8	84915
Q969X6	84916
Q5SWA1	84919
Q5BKT4	84920
Q96SL1	84925
Q96SK2	84928
Q96GX5	84930
Q96K30	84934
Q5VYS4	84935
Q96K21	84936
Q8ND25	84937
Q96DT6	84938
Q2TAK8	84939
Q6QEF8	84940
Q96JZ2	84941
Q6P4I2	84942
Q96JY0	84944
Q96JX3	84947
Q8IZW8	84951
Q0VF96	84952
Q8N594	84954
Q96RS6	84955
Q8IYJ3	84958
Q8TF42	84959
Q96IG2	84961
Q96IF1	84962
Q96ID5	84966
Q969L4	84967
Q96NM4	84969
Q86TL0	84971
Q96F81	84976
Q7Z6J6	84978
Q0VDD5	84981
Q96LK0	84984
Q86UY5	84985
Q96I36	84987
Q96I34	84988
Q96I25	84991
Q3MUY2	84992
Q96S82	84993
Q96A58	85004
Q8IUZ5	85007
Q969E4	85012
Q24JQ0	85019
Q96D71	85021
Q9H2L4	85025
Q9BXW3	85028
Q96KK5	85235
O60814	85236
Q86WG3	85300
Q8IZC6	85301
Q8TES7	85302
Q8WUA2	85313
Q8TEZ7	85315
Q86Y28	85317
Q86Y30	85319
Q96J66	85320
Q96DT0	85329
Q3SXP7	85352
Q9BYB0	85358
Q9BY27	85359
Q6ZW31	85360
Q9C035	85363
Q9H553	85365
Q9H1R3	85366
Q8N3F8	85377
Q96RT7	85378
P57771	85397
Q96JC9	85403
Q6Y2X3	85406
Q969G9	85407
Q969F2	85409
Q86VW1	85413
Q96JT2	85414
Q8IUC4	85415
Q96T25	85416
Q8WWL7	85417
Q96KC9	85438
Q8WXE9	85439
Q96N67	85440
Q9BYK8	85441
Q9C098	85443
Q9C099	85444
Q9C0A0	85445
Q9C0A1	85446
Q5JYT7	85449
Q9C0B0	85451
Q9C0B2	85452
Q86VY4	85453
A7MBM2	85455
Q9C0C2	85456
Q155Q3	85458
Q9C0D2	85459
Q9C0D4	85460
Q9C0D5	85461
Q9C0D7	85463
Q76I76	85464
Q9C0D9	85465
Q96RP9	85476
Q9Y6U3	85477
Q8IXS2	85478
Q9UF47	85479
Q969D9	85480
Q96QS6	85481
Q9UBC7	85569
A4D1E9	85865
Q96LI6	86614
Q8TCS8	87178
Q9BVM4	87769
Q9C037	89122
Q8WYR4	89765
Q5DID0	89766
P56704	89780
Q9NQG7	89781
Q96KR4	89782
Q96LC7	89790
Q8IVL0	89795
Q8NEY1	89796
Q8IVL1	89797
Q96T54	89822
P36544	89832
Q494W8	89832
Q5T3U5	89845
Q5JSP0	89846
Q8NAA4	89849
Q9H7P6	89853
Q8WZ60	89857
Q96PQ1	89858
Q96JE7	89866
Q86YW0	89869
Q9C019	89870
Q9BQT8	89874
Q7Z4T9	89876
Q96J77	89882
Q969G2	89884
Q969F0	89885
Q96A28	89886
Q5EBL2	89887
Q96EX3	89891
Q8NCL8	89894
Q7Z3V4	89910
Q96MC5	89927
O95428	89932
Q86UD0	89958
Q96DX4	89970
Q7Z6J8	90025
Q8N9Y4	90050
Q9GZZ8	90070
Q86SQ0	90102
Q969E8	90121
Q9NS40	90134
Q96SJ8	90139
Q9BUY7	90141
Q96MM7	90161
Q6ZUT3	90167
Q9NT22	90187
Q96RP3	90226
Q6ZN44	90249
Q96BN8	90268
Q3KPI0	90273
Q8IUE1	90316
Q96F63	90324
Q8WTV1	90326
Q2M3D2	90332
Q9HCG1	90338
Q7Z7A3	90353
Q96GV9	90355
Q8TC76	90362
Q6SPF0	90378
Q7Z2Z1	90381
Q96HR3	90390
Q8NI22	90411
Q9Y448	90417
Q96LC9	90427
Q8IV48	90459
Q8TAE8	90480
Q8WUH6	90488
Q96FV2	90507
Q5BJH7	90522
Q5VWP3	90523
Q7M4L6	90525
Q1HG43	90527
Q5TH74	90529
Q8NE86	90550
Q5U5X0	90624
M5A8F1	90625
Q9Y3M8	90627
A8K010	90632
Q5TBK1	90634
Q49B96	90639
Q9BQ87	90665
Q8ND23	90668
Q6UWE0	90678
Q96EE4	90693
Q9BY50	90701
Q96GU1	90737
Q9BRQ0	90780
Q96GE4	90799
Q6P2P2	90826
Q6ZMY3	90853
O95760	90865
Q96AP7	90952
Q96BA8	90993
Q8IVF7	91010
Q8N5B7	91012
Q86TI2	91039
Q6ZUS6	91050
Q2VPB7	91056
Q9BXX3	91074
Q96LD4	91107
Q8NA19	91133
Q96AG3	91137
Q5HYA8	91147
Q86VF2	91156
Q96GP6	91179
Q5VU65	91181
Q96H72	91252
Q9BU23	91289
Q96D70	91300
Q4ZIN3	91304
Q6P575	91316
Q96Q80	91319
Q96HQ2	91368
Q86VW0	91404
Q9Y6H3	91419
A6NED2	91433
Q9BTP7	91442
Q5T8D3	91452
Q504Y2	91461
Q2M1V0	91464
Q86Y22	91522
Q96HM7	91523
Q8N8A2	91526
Q8WXG1	91543
Q5T124	91544
Q9H3J6	91574
Q86WX3	91582
Q9HCM2	91584
Q7Z7L1	91607
Q96S79	91608
Q8WUH1	91612
Q96QD5	91614
Q0ZGT2	91624
Q8N5M1	91647
Q9BWV1	91653
Q7L2R6	91661
P59046	91662
Q96S97	91663
Q8N0S6	91687
Q17RB8	91694
Q96HD9	91703
Q9BXS1	91734
Q96MU7	91746
Q6PJG2	91748
Q5TF39	91749
Q52LA3	91750
Q7Z570	91752
Q8TD19	91754
Q8TDN4	91768
Q96BT7	91801
Q32MK0	91807
Q17RC7	91828
Q8TBZ3	91833
Q9BU40	91851
Q96A59	91862
Q96AA3	91869
Q8N0Z6	91875
Q96H15	91937
Q8N183	91942
Q8NCT1	91947
P83436	91949
Q8TE69	91966
Q96RE9	91975
Q8N1B3	92002
Q9H1U9	92014
Q8TEQ0	92017
Q9BX51	92086
Q96HW7	92105
Q96HP4	92106
Q8IZU8	92126
Q0D2K3	92129
Q86UE4	92140
Q765P7	92154
Q6PEY1	92162
Q9BT17	92170
A0PJW8	92196
Q96JP9	92211
Q6JBY9	92241
Q68DH5	92255
P82909	92259
Q52LC2	92270
Q6MZZ7	92291
Q969I3	92292
Q8N3T6	92293
Q96QR1	92304
A0AVI4	92305
Q7RTN6	92335
O95568	92342
Q5T7V8	92344
Q96HR8	92345
O95561	92346
Q9BUF7	92359
Q96A44	92369
Q8TE99	92370
Q96E11	92399
Q96CF2	92421
A8MTZ0	92482
Q9BYZ2	92483
Q5M775	92521
Q9H3M9	92552
Q9BUM1	92579
Q96H86	92595
Q7L9L4	92597
Q3ZCQ8	92609
Q9BQP7	92667
Q8TEA8	92675
Q8IWE2	92689
Q8IXX5	92703
Q9BTV6	92715
Q7RTS6	92736
Q8NFT8	92737
Q8WUX1	92745
Q8TDL5	92747
Q96MC2	92749
Q8NG08	92797
Q8TBC3	92799
B2RD01	92806
Q8N554	92822
Q96HR9	92840
Q96G21	92856
Q8WVN8	92912
Q96GW9	92935
Q8N6G6	92949
Q8NFL0	93010
Q96P26	93034
Q86WI1	93035
Q96MF6	93058
Q5JUR7	93081
Q6E0U4	93099
Q6XQN6	93100
Q8TDN1	93107
Q9BRQ5	93129
O95897	93145
Q9NQX0	93166
Q9H3S5	93183
Q969P0	93185
Q96FM1	93210
Q96M63	93233
Q68G75	93273
Q9BT25	93323
Q9H930	93349
Q8N0S2	93426
Q6NXE6	93436
Q8NDC0	93487
Q6XPS3	93492
Q8WUS8	93517
Q86XD8	93550
Q0D2K5	93556
Q8TBZ6	93587
Q7Z3S7	93589
Q96DN5	93594
Q9H4M3	93611
Q9Y605	93621
Q86TJ2	93624
Q8TEA7	93627
Q5JTD0	93643
Q8IZQ8	93649
Q9BZG2	93650
P0DN86	93659
Q8N392	93663
Q86UW7	93664
Q96QF7	93953
Q9H981	93973
Q9UII2	93974
Q6EIG7	93978
O15409	93986
Q96S52	94005
Q9BSA4	94015
Q8WXI7	94025
Q96KW2	94026
P0DN87	94027
P83110	94031
Q8N4E7	94033
Q8IZC7	94039
Q9H9B4	94081
Q9BQS6	94086
Q8TD22	94097
Q9P0S3	94101
Q8N138	94103
Q9Y5B6	94104
Q969S6	94107
P0DN86	94115
Q4VX76	94120
Q96C24	94121
Q8TDW5	94122
Q8IWN7	94137
Q96J65	94160
Q9UHM6	94233
Q9C009	94234
Q9UK08	94235
Q71UI9	94239
Q96J88	94240
Q96A56	94241
Q96A00	94274
Q9BYV8	95681
Q8TF40	96459
P0CW19	96626
P0CW20	96626
Q96RS0	96764
O14950	103910
P19105	103910
Q96KS0	112398
Q9H6Z9	112399
Q96P09	112401
Q969G5	112464
Q7Z6L0	112476
A8K979	112479
Q96F10	112483
Q96RF0	112574
Q96G30	112609
Q96FZ5	112616
Q6PEY2	112714
Q8NBN7	112724
Q96PD4	112744
Q96FT9	112752
P61266	112755
Q3SY84	112802
Q6P4F2	112812
Q86XE5	112817
Q96EM0	112849
Q96S44	112858
Q96ES7	112869
Q96EK2	112885
Q96RE7	112939
Q9UJJ7	113000
Q8N3E9	113026
Q96A98	113091
Q96FF9	113130
Q8IVF2	113146
Q96ER3	113174
Q969E2	113178
Q96EY9	113179
Q8NCH0	113189
Q6P4E1	113201
Q96FN5	113220
Q96NT5	113235
Q99622	113246
Q71RC2	113251
Q86VQ1	113263
Q96A25	113277
Q9NQ40	113278
Q96A70	113451
Q969K7	113452
Q13748	113457
Q8TDG4	113510
Q8IZ96	113540
Q7Z449	113612
Q96ES6	113655
Q96G42	113730
Q96PU9	113746
Q96FE7	113791
Q5T8I9	113802
Q8NEG4	113828
L0R6Q1	113829
Q96G79	113829
Q9Y2Q1	113835
Q86UW9	113878
Q96GM8	114034
P59037	114038
O43709	114049
Q9C026	114088
Q86VQ6	114112
Q969E3	114131
Q96QE2	114134
P83111	114294
Q8IXS6	114299
Q5JVL4	114327
A6NKQ9	114335
Q6NT52	114336
Q96P20	114548
Q969L2	114569
Q8IVM8	114571
P58753	114609
Q96QE4	114659
Q8WWM9	114757
Q5EG05	114769
Q96PD5	114770
Q96LB9	114771
Q7Z442	114780
Q96Q07	114781
Q96Q04	114783
Q7Z408	114784
Q96DN6	114785
Q5GH76	114786
Q7Z407	114788
Q8N1F8	114790
Q96RT8	114791
Q96NJ5	114792
Q96PY5	114793
Q14DG7	114795
Q96PX8	114798
Q5FWF5	114799
Q96PX6	114800
Q86VY9	114801
Q5VVJ2	114803
Q8IUC8	114805
Q96P88	114814
Q8WY21	114815
Q96CT2	114818
Q6R2W3	114821
Q8TCX5	114822
Q96N64	114825
Q8IYR2	114826
B1AJZ9	114827
Q96DU3	114836
Q9BXW6	114876
Q9H0X9	114879
Q9BZF3	114880
Q9BZF1	114882
Q96SU4	114883
Q9BXB5	114884
Q9BXB4	114885
Q9BXJ1	114897
Q9BXJ4	114899
Q9BXJ0	114902
Q9BXI9	114904
Q9BXJ2	114905
Q969P5	114907
Q96E16	114926
Q96PP4	114960
Q6EMK4	114990
Q5T7W0	114991
Q8N884	115004
Q7LBE3	115019
Q96CS2	115106
Q8TE54	115111
Q86UD3	115123
Q8WYN0	115201
Q96CX2	115207
Q96E52	115209
Q96D03	115265
Q70HW3	115286
Q96MG8	115294
Q96CH1	115330
Q96LA6	115350
Q96P31	115352
Q9Y546	115353
Q96PP9	115361
Q96PP8	115362
Q8IYG6	115399
Q96PU4	115426
Q96CS4	115509
Q0JRZ9	115548
Q86VW2	115557
Q96CX3	115560
Q8WWX8	115584
Q96RJ3	115650
Q8N743	115653
Q8IVI9	115677
Q86TB3	115701
O14559	115703
Q96CN4	115704
Q96FX7	115708
Q8TDF6	115727
Q8TF46	115752
Q969Q4	115761
Q96PS1	115795
Q96LJ7	115817
Q96P53	115825
Q96CM4	115861
Q96CG8	115908
A5D8V7	115948
Q96CK0	115950
Q96E14	116028
Q8N2R0	116039
Q7Z3D4	116068
Q8N1L9	116071
Q96S37	116085
Q9H147	116092
Q8IVH2	116113
Q8TF50	116115
Q96PB8	116135
Q96MX6	116143
Q96E22	116150
Q96KR6	116151
Q96KR7	116154
Q96J86	116159
Q96DZ9	116173
Q96PF1	116179
Q96E35	116225
Q5RI15	116228
Q96PD6	116255
Q08AH1	116285
Q49A92	116328
Q96QZ0	116337
Q96R05	116362
Q96RN1	116369
Q8N2G4	116372
Q969J5	116379
Q96DA2	116442
Q8TCU5	116443
O60391	116444
Q969P6	116447
Q8TAK6	116448
Q7Z7G1	116449
Q8WW01	116461
Q9BZQ8	116496
P35410	116511
Q8TDS7	116512
Q6Q788	116519
Q96AM1	116535
Q96EH5	116832
Q96MM6	116835
Q8N137	116840
Q5SQN1	116841
Q969E1	116842
P02750	116844
Q86YW9	116931
Q8IZU2	116966
Q8WZ64	116984
Q96P48	116985
Q99490	116986
Q9UPQ3	116987
Q96P47	116988
Q96BN2	117143
Q8NEC5	117144
Q5T1C6	117145
Q96NX9	117154
Q96P56	117155
Q96PL1	117156
O14796	117157
P81605	117159
Q96QF0	117177
Q96LB1	117194
Q96LB0	117195
Q96LA9	117196
Q8IY81	117246
Q8TF71	117247
Q8N3T1	117248
Q96PC2	117283
Q8N103	117289
Q8TDI8	117531
Q8WXF3	117579
Q8WVJ9	117581
Q8TEW8	117583
Q8WZ73	117584
Q969J3	118426
Q96PB7	118427
P58335	118429
Q96DR8	118430
Q5RKV6	118460
Q96NZ9	118471
Q4VC12	118490
Q96M02	118611
Q32M84	118663
Q8IV42	118672
Q6ZUJ8	118788
Q8NDC4	118812
Q5T4F4	118813
Q8N119	118856
Q96NB2	118980
Q8NEN9	118987
Q96P64	119016
Q96B45	119032
Q7Z4W2	119180
Q9H4Y5	119391
Q86XK3	119392
Q86XJ0	119395
Q17RR3	119548
Q6P4A7	119559
Q8NGF1	119695
Q86VG3	119710
A6NHA9	119749
Q8N3Y3	120071
Q8TDW7	120114
Q96B21	120224
Q6VVX0	120227
A6NMT0	120237
A8K830	120376
Q8WWB5	120379
Q8N323	120400
Q96DL1	120406
Q86YT9	120425
Q6P3W2	120526
Q8N8R7	120534
Q8N0Y5	120586
Q8N2C3	120863
Q5S007	120892
Q502W7	120935
Q4KMG9	120939
A6NE01	121006
Q8NEX9	121214
Q6UXM1	121227
Q14C87	121256
Q8N697	121260
Q8TAI7	121268
Q6X4T0	121273
Q96N77	121274
Q8IWU9	121278
Q8TDD2	121340
Q8WW33	121355
Q7RTS7	121391
Q8NHV4	121441
P62805	121504
Q96M96	121512
Q6ZN18	121536
A6QL63	121551
Q8N5J4	121599
Q32M45	121601
Q6NS38	121642
Q8TCT6	121665
Q8N752	122011
Q8WXD0	122042
Q8N6G2	122046
Q96KW9	122258
Q8NDG6	122402
Q96BM1	122416
Q96M32	122481
Q4W4Y0	122525
Q86SZ2	122553
Q96BZ4	122618
Q8N142	122622
P59282	122664
Q96L50	122769
Q8N7A1	122773
Q96NE9	122786
Q8WXH5	122809
Q147X3	122830
Q86YW7	122876
Q6NXP6	122945
Q8WYK2	122953
Q86U28	122961
Q8N9L9	122970
Q8TAM2	123016
Q8N9U0	123036
Q8NFF2	123041
Q8N8R3	123096
Q6QHC5	123099
Q8WVC0	123169
Q96LD8	123228
Q96DP5	123263
Q86UW2	123264
A2RTX5	123283
Q86X40	123355
Q7RTP0	123606
Q96MI9	123624
A2RU49	123688
Q8TF30	123720
Q3MJ16	123745
Q96AB6	123803
Q96NB1	123811
Q8NEP3	123872
Q08AH3	123876
Q8IWE4	123879
Q496H8	123904
Q96MX0	123920
Q96N06	124045
Q8NFA2	124056
A2IDD5	124093
Q96DA0	124220
Q8N4S7	124222
Q8N8U2	124359
Q6ZW76	124401
Q8IYM1	124404
Q86XT9	124446
Q5JPH6	124454
Q7Z614	124460
Q8WVE7	124491
Q86XA0	124512
Q4G112	124535
Q96DH6	124540
Q8WVQ1	124583
Q495M9	124590
Q6X784	124626
Q8WZ82	124641
Q3MHD2	124801
Q8N815	124817
Q6IEE7	124842
Q8NHY0	124872
Q8IXA5	124912
Q53EL9	124925
Q86YJ7	124930
Q8N370	124935
Q8WUJ1	124936
Q8IVW8	124976
Q8IY85	124989
Q562E7	124997
Q8TBP0	125058
Q63HM1	125061
Q8N144	125111
Q19AV6	125150
Q96ND0	125228
Q8IVV2	125336
Q0VGE8	125893
Q6UY09	125931
Q8IY67	125950
Q8NG98	125958
Q96L12	125972
Q5XKP0	125988
Q8NHZ7	125997
Q8IVA1	126006
Q8IYS5	126014
Q6ZN06	126017
Q8TCG5	126129
Q8IZ83	126133
Q86W28	126205
P59047	126206
Q6ZMY6	126248
Q96BF3	126259
Q8WVP5	126282
Q96B54	126299
Q96MG2	126306
Q96BX8	126308
Q6NUT3	126321
Q8TF64	126326
Q86Y39	126328
A6NIX2	126374
O14558	126393
Q6NT55	126410
Q496M5	126520
Q8N9M1	126526
Q8NAG6	126549
Q5QJ38	126637
Q6XPR3	126638
Q5VZ19	126668
Q8NAX2	126695
Q8N0Z8	126789
Q96L58	126792
Q8IWG1	126820
Q5T1B0	126859
Q5TF58	126917
Q71DI3	126961
Q5T6C5	127002
Q5VWZ2	127018
Q8NG77	127064
Q8NH00	127074
Q96LB4	127124
Q5VTT5	127294
Q8NFW5	127343
Q8NHC4	127385
Q96MN5	127428
Q7Z5L7	127435
Q96DD0	127495
Q9NTQ9	127534
Q8WW32	127540
Q5T1A1	127579
Q5T619	127665
Q8WVF1	127700
Q5VTJ3	127707
Q8N0U7	127795
Q96BM9	127829
Q8N9I0	127833
Q6ZVE7	127845
Q8TAS1	127933
Q6BAA4	127943
Q8IVB5	128077
Q96L03	128153
Q8WWZ3	128178
Q5JT82	128209
Q96AQ2	128218
Q96A04	128229
Q86VI3	128239
Q8NCW5	128240
Q8N257	128312
Q6UX65	128338
Q8TCI5	128344
Q8NGX3	128360
Q8NGX9	128366
Q8NGY1	128368
Q8NGY5	128372
Q8NDY6	128408
Q9BR10	128497
Q9NRE2	128553
Q9H1P6	128602
Q5JPB2	128611
Q96BZ9	128637
Q9H106	128646
Q8NFJ6	128674
Q5VYV7	128710
Q9H4G1	128821
Q5W186	128822
Q9H1R2	128853
Q8NFQ5	128859
Q9BQP9	128861
Q9H444	128866
Q9H490	128869
Q9BQN1	128876
Q6ICL3	128989
Q2NKQ1	129049
Q96A84	129080
Q6ZMI0	129285
Q8NFH5	129401
A4UGR9	129446
Q5H8A3	129521
Q8WV92	129531
Q8IYB7	129563
Q5EBM0	129607
Q6ZWT7	129642
Q8WYK1	129684
Q7Z7C8	129685
Q96B42	129787
Q53RD9	129804
Q8WWR8	129807
Q8IUH3	129831
Q8N3I7	129880
Q8TDX5	130013
Q8NDH6	130026
A1KXE4	130074
Q6UW15	130120
Q52LD8	130132
Q8NHS4	130162
Q8IVE3	130271
Q96PC3	130340
Q3KRA6	130355
Q8IWX5	130367
Q8NER5	130399
Q8TAX0	130497
Q6ZT12	130507
Q96Q35	130540
Q8N8E2	130557
Q8NHX4	130560
Q96C23	130589
Q8WV99	130617
Q8NBL3	130733
Q8IVL8	130749
Q8N755	130814
Q6ZP80	130827
Q719I0	130872
Q7Z6M4	130916
Q8NFR7	130940
Q96A23	131034
Q4VC31	131076
Q96L42	131096
Q96DA6	131118
Q96BQ1	131177
Q8TCW7	131368
Q96KX0	131375
Q2TBA0	131377
Q2Q1W2	131405
Q6UXB0	131408
Q8TD46	131450
Q8N4Q1	131474
Q8WVZ1	131540
Q96PD2	131566
Q8TF66	131578
Q8N2R8	131583
Q86W33	131601
Q96N76	131669
Q96DE0	131870
Q8WTQ7	131890
A6NC97	131909
Q6UWW9	131920
Q8TCB7	131965
Q8NFR9	132014
P59025	132112
Q8IVS8	132158
Q96MI6	132160
Q96BT1	132200
Q8TBG9	132204
Q56VL3	132299
Q96NL6	132320
Q4W5P6	132332
Q96M93	132612
Q96MM3	132625
Q6MZP7	132660
Q8TC71	132671
Q86T26	132724
Q8TDQ7	132789
Q7Z5Q1	132864
Q86UK5	132884
Q4L235	132949
Q8N4E4	132954
Q96KX1	132989
Q7RTM1	133060
Q6UWR7	133121
Q86UD5	133308
Q8NI17	133396
Q6PCB8	133418
Q86UG4	133482
Q86YN6	133522
Q7Z745	133558
Q63HQ2	133584
Q96M27	133619
Q4G0N4	133686
Q8WWF8	133690
Q8N9B5	133746
Q96BQ5	133957
A1L167	134111
Q6P4H8	134145
Q5F1R6	134218
Q8TED9	134265
Q8WVE6	134285
Q8NA72	134359
Q8TDV0	134391
Q8NI36	134430
Q8WVY7	134510
Q8WYK0	134526
Q7Z6V5	134637
Q5TAB7	134701
Q5VVH5	134728
Q5SYC1	134829
Q96RJ0	134864
Q5T5C0	134957
Q8NI08	135112
Q9NQE9	135114
Q96M98	135138
Q9NPZ5	135152
Q5VUM1	135154
Q6YHK3	135228
Q8TD07	135250
Q6P9F5	135644
Q3MIW9	135656
Q86XT4	135892
Q8IV31	135932
O60393	135935
Q8N393	136051
Q96A83	136227
Q8TD94	136259
P58546	136319
Q96M69	136332
Q8WXI3	136371
Q8IYP2	136541
Q8TAP9	136647
Q8WTU2	136853
Q8WWH4	136991
Q96B33	137075
Q8TAB7	137196
Q7Z3I7	137209
A1XBS5	137392
Q8NEZ2	137492
Q330K2	137682
Q8N0Z2	137735
A6NCS4	137814
Q96LD1	137868
Q8IWW8	137872
Q14CS0	137886
A1KZ92	137902
Q6UXZ4	137970
Q2VYF4	137994
Q86SE5	138046
Q68CP4	138050
Q96D59	138065
Q86Y79	138428
Q8IZX4	138474
Q9H560	138649
Q8NGS4	138805
Q8NGS0	138883
Q8IW52	139065
Q8TD91	139081
Q8NDZ0	139105
Q8IV76	139135
Q5KSL6	139189
Q9NQM4	139212
Q5H9M0	139221
Q5JTC6	139285
Q8IVP5	139341
Q8IZF6	139378
Q96NR3	139411
Q96LZ2	139422
Q96BW1	139596
Q8TD90	139599
Q6PJQ5	139628
Q8WWW8	139716
Q6P2M8	139728
Q8TDG2	139741
Q8TDV5	139760
Q5JSL3	139818
Q8TD47	140032
Q685J3	140453
P14649	140465
Q8WXR4	140469
Q96AK3	140564
Q96FQ6	140576
Q9H9P2	140578
Q8WTQ1	140596
Q8WWX9	140606
Q8TDX7	140609
Q8TDY3	140625
Q9BWX5	140628
Q9H598	140679
Q96DR5	140683
Q86UZ6	140685
Q8IUB2	140686
Q6ZNI0	140687
Q96MY1	140688
Q9NTU7	140689
Q8NI51	140690
Q86WT6	140691
Q8WY22	140707
O94964	140710
A0PJX2	140711
Q9H426	140730
Q8TC36	140732
A1Z1Q3	140733
Q96FJ2	140735
Q8WXS4	140738
Q969M7	140739
Q8WXS8	140766
Q8IZ57	140767
Q8TEV9	140775
